"text","cmp_code","eu_code"
"NEW BUILDING CANADA PLAN",NA,NA
"You've been hearing a lot of talk about infrastructure spending lately – but it's a conversation our Conservative Government has been leading for years.","411",NA
"Everybody else is finally catching up, in recognition of the fact that good infrastructure is vital to our country, our communities, and our day-to-day quality of life.","411",NA
"What was true at the time of Confederation remains true today: ambitious investment in infrastructure is key to protecting our economy and moving it forward.","411",NA
"Investing in infrastructure is about more than roads and bridges, ports and public transit, or water treatment facilities and community recreation centres.","411",NA
"It's about building healthy and prosperous communities.","410",NA
"It's about making it easier for hardworking Canadians to get to work, to do business, and then to get home to their families again.","410",NA
"And it's about creating countless good jobs.","410",NA
"But while the other parties are talking, our Government has been acting.","305",NA
"We took the federal Gas Tax Fund, doubled it, indexed it, and made it permanent.","411",NA
"We established the Building Canada Plan,","411",NA
"and expanded and extended it into the New Building Canada Plan.","411",NA
"Combine all this with spending on federal infrastructure and the Public Transit Fund announced in Economic Action Plan 2015, and our investments in public infrastructure are unprecedented in Canadian history and are three times higher than under any previous federal government.","411",NA
"In fact, Canada has led the G-7 in infrastructure investments since our Conservative Government took office.","411",NA
"And we're positioned to invest more than $80 billion in federal, provincial and municipal infrastructure over the next 10 years.","411",NA
"As a result of our investments in infrastructure, we have brought the average age of Canada's core public infrastructure down from a peak of 17 years in 2001 to an estimated 14.7 years in 2013.","411",NA
"It's now lower than the historical average over the last 50 years.","411",NA
"That doesn't matter to our opponents.","305",NA
"They're telling you they'll spend even more.","305",NA
"But what they won't tell you is how they'll pay for it.","305",NA
"The real answer is that they don't know, and don't care.","305",NA
"They'll raise your taxes.","305",NA
"Or run up debt.","305",NA
"Or both.","305",NA
"We have made historic investments in infrastructure, but we have done it without crippling our economy and hurting Canadian families.","411",NA
"In fact, we've done it while lowering taxes and balancing the books.","414",NA
"And we'll continue to make these crucial, historic investments, through our ten-year, $84 billion New Building Canada Plan and federal infrastructure investments to support community infrastructure – without saddling our grandchildren with the bills.","411",NA
"STANDING UP FOR CANADA'S VETERANS",NA,NA
"The men and women of the Canadian Armed Forces do us proud, day in and day out, and they deserve all the gratitude and support we can give them.","706",NA
"But that doesn't end when they leave military service.","706",NA
"Every Canadian veteran deserves to be treated with respect and dignity.","504",NA
"As the needs of our veterans evolve, so must our response to those needs – whether it's helping them transition back to civilian life and work, or navigate the health care system.","504",NA
"Veterans risked all to give us the peaceful, prosperous country we enjoy today, and that's a debt we can never begin to repay.","504",NA
"That's why our Conservative Government has made significant improvements to the New Veterans Charter to improve programs, benefits and services for the men and women who have worn our military's uniform so proudly.","504",NA
"These improvements include:   Opening new, frontline mental health clinics across the country.","504",NA
"A new Retirement Income Security Benefit for veterans over the age of 65.","504",NA
"A new Family Caregiver Relief Benefit.","504",NA
"A new Critical Injury Benefit.","504",NA
"A new and better Permanent Impairment Allowance.","504",NA
"Enhancing the Earnings Loss Benefit.","504",NA
"Hiring new case managers and new employees to improve processing times.","303",NA
"In fact, we've increased the amount spent per veteran by 35 percent – and we'll continue to make investments to improve frontline service for Canadian veterans.","504",NA
"We've also provided more assistance to veterans making the transition to civilian employment,","504",NA
"and more support for those who have suffered disabilities in the course of their service to Canada.","504",NA
"But we can do more.","504",NA
"The Earnings Loss Benefit is a taxable monthly entitlement paid out to injured veterans who are either participating in a rehabilitation program or are unable to find suitable employment due to the nature of their injuries,","504",NA
"to ensure that their income remains at least 75 percent of their gross pre-release military salary.","504",NA
"There are currently 1,860 veterans receiving this benefit.","504",NA
"Any outside income earned by a veteran who cannot be suitably employed once he or she finishes a rehab program is currently clawed back dollar-for-dollar – a real disincentive for veterans who would otherwise want to take on a different kind of work.","504",NA
"This limitation deprives them of the challenge and dignity of a job and their communities of the benefit of their skills and talents.","504",NA
"A re-elected Conservative Government will allow veterans receiving the extended Earnings Loss Benefit to earn up to $10,000 in employment income annually without affecting their benefit.","504",NA
"The record-of-service card – the NDI 75 – is issued to members leaving or who have left the Canadian Forces with 10 or more years of service.","303",NA
"The card is proof of previous military employment and can be used as proof of service with the Department of Veterans Affairs and for companies and service providers that offer special benefits for former service members.","303",NA
"A re-elected Conservative Government will issue a new Canadian Veteran Card to all Canadian Armed Forces members who complete basic training.","303",NA
"This will reduce red tape for those seeking veterans services and make it easier to receive veteran benefits.","303",NA
"The Canadian Veteran Card will also serve as official government identification.","303",NA
"VOLUNTARISM AND CIVIL SOCIETY",NA,NA
"Our Conservative Government has a strong record of supporting charitable giving and civic engagement.","606",NA
"We know that there's more to our communities and our country than government and so we're helping Canadians give back to their communities and support one another.","606",NA
"We've introduced the First-Time Donor's Super Credit,","606",NA
"made it easier to donate stocks and real estate,","606",NA
"provided tax relief for volunteer firefighters and search and rescue volunteers,","606",NA
"and established the Prime Minister's Volunteer Awards to recognize Canadians who have made invaluable contributions to their communities.","606",NA
"We will continue to support voluntarism, because we know it's such a source of strength for Canada and our communities.","606",NA
"Hundreds of thousands of Canadians devote countless hours to their communities through membership in various service clubs active in Canada.","606",NA
"From the Lions to the Elks, from the Knights of Columbus to the Royal Canadian Legion, over the years these public-spirited organizations have been the backbone of big cities and small towns across the country, raising millions of dollars for worthy causes and providing services for the less fortunate here and abroad.","606",NA
"We admire their tradition of commitment to their communities, and want to encourage a new generation of Canadians to take up their banners.","606",NA
"A re-elected Conservative Government will allow service club members to claim their membership fees under the Charitable Donations Tax Credit to help sustain their public spiritedness from coast to coast to coast.","606",NA
"Canadians take immense pride in the fact we are a nation of immigrants, and rightly so.","601",NA
"That so many people around the world want to live here – that so many aspire to Canadian citizenship – is testament to the hard work generations of Canadians have put into building the greatest country in the world on a foundation of values that resonate all around the globe.","601",NA
"It's no surprise that one reputable study just this year declared Canada the most admired country in the world.","601",NA
"The remarkable truth of it is that one out of every five Canadians was born elsewhere.","601",NA
"Not many countries in the world can say that.","601",NA
"None of our friends and allies in the G-7 group of major industrialized nations can.","601",NA
"Many of these new Canadians maintain close ties with the lands of their birth, socially, culturally, and economically.","601",NA
"These Canadians are our greatest ambassadors in a globalized world, and Canada and their home countries are stronger and better for their efforts.","601",NA
"A re-elected Conservative Government will recognize these bridge-builders by establishing a new “Maple Leaf” designation to honour extraordinary Canadians who cultivate these links.","601",NA
"“I do think it's helpful, and I think it's probably recognizing the benefit (of service clubs) to society overall by giving volunteers a break.”   David Hetherington, President, Rotary Club of Toronto, (August 23, 2015).",NA,NA
"COMMEMORATING CANADIAN HERITAGE AND CULTURE",NA,NA
"In times of great change, the lessons of the past often light our path into the future.","601",NA
"Our Government considers celebrating Canada's history and keeping alive the memory of the people and events that have made this country what it is today, an important way of restating and recommitting to the principles that animate us as Canadians.","601",NA
"From our large national institutions to the smallest community historical societies, Canada's museums carry out the noble and vital task of preserving our collective past.","601",NA
"They're the guardians of our national memory, the vaults where our national stories are kept safe.","601",NA
"Meanwhile, Canadians are still making new discoveries about our history, like last year's discovery of HMS Erebus.","601",NA
"Our museums great and small, and the modern-day explorers still uncovering the secrets of our past, must have our continued support – as must the Canadian communities from coast to coast to coast planning to celebrate our history as we approach the 150th anniversary of Confederation.","601",NA
"Our Conservative Government has an ambitious plan to celebrate Canada 150.","601",NA
"We'll invest $150 million through the Canada 150 Community Infrastructure Program to support up to 1,800 projects across the country that provide community and cultural benefits to Canadians.","601",NA
"And we'll provide $210 million through the Canada 150 Fund to support community initiatives that leave a legacy for the future.","601",NA
"John G. Diefenbaker was a tireless advocate for freedom and human rights, and an early and powerful champion for Canada's North and Northern peoples.","601",NA
"First elected to the House of Commons in 1940, in 1957 he became Canada's 13th Prime Minister.","601",NA
"As Prime Minister, John Diefenbaker introduced the landmark Canadian Bill of Rights, which enshrines in law fundamental rights such as freedom of speech and religion; freedom of assembly and association; the equality of all people; the right to life, liberty, security of the person, and the enjoyment of property; and the guarantee of fair and just treatment in our legal system – values that continue to define Canada and Canadians to this day.","601",NA
"A re-elected Conservative Government will honour this important figure in our history,","601",NA
"and ensure his contributions to our national life and identity are remembered and understood by future generations, by purchasing John G. Diefenbaker's childhood home and establishing it as a historic site to be operated by Parks Canada.","601",NA
"The Canada Cultural Investment Fund, operated by the Department of Canadian Heritage, helps not-for-profit, professional arts organizations raise money to create or expand endowment funds by matching, up to a dollar for every dollar, amounts raised by private donors.","502",NA
"By giving arts groups the help they need to diversify their revenue streams and the stability to plan for the future, this program supports the long-term sustainability of the arts in our communities.","502",NA
"Our local museums play an equally important role in our communities, especially with the Canada 150 celebrations fast approaching.","601",NA
"A re-elected Conservative Government will establish a similar endowment incentive program to benefit local museums, to ensure that these vital institutions are supported now and into the future.","502",NA
"“The beauty of what this incentive is [that it] helps museums become more engaged with their community to build longstanding bonds, to encourage philanthropy. And I welcome that. In order to get the $15 million, the museums are going to have to raise $15 million.”   Canadian Museums Association, (September 6, 2015).",NA,NA
"PROMOTING ARTS AND CULTURE AND SPORT",NA,NA
"Arts and culture help define who we are as Canadians.","502",NA
"They express Canada's diversity and strengthen our national identity.","601",NA
"They're also important economic drivers in communities across the country.","410",NA
"The arts and culture sector employs over 640,000 Canadians and is worth almost $450 billion yearly to our economy.","502",NA
"Our Conservative Government has been proud to support the creation, presentation, publishing, and marketing of arts and culture.","502",NA
"In fact, we were the only G-7 country that didn't cut direct funding to artists during the recovery from the global economic recession.","502",NA
"Instead we established permanent funding for several key arts and culture programs and organizations.","502",NA
"This includes:   Making permanent federal funding for the Canada Council for the Arts.","502",NA
"Establishing ongoing funding for the Canada Cultural Investment Fund and the Canada Cultural Spaces Fund.","502",NA
"And providing permanent, ongoing support for the Canada Book Fund and the Canada Music Fund.","502",NA
"These investments are promoting Canadian art and culture and contributing greatly to the Canadian economy.","502",NA
"A re-elected Conservative Government will continue to support Canada's arts and cultural communities and their immeasurable contributions to our country.","502",NA
"Our national languages are a part of Canada's past, present, and future.","601",NA
"Our linguistic duality is one of the things that makes Canada special.","601",NA
"Our Conservative Government recognizes that French- and English-speaking communities contribute to our country's cultural, social, and economic vitality.","601",NA
"That's why, in 2013, we launched the new, five-year, $1.1 billion Roadmap for Official Languages, the most comprehensive investment in Canada's national languages in our country's history.","601",NA
"The Roadmap focuses on three key pillars – education, immigration, and communities – to continue to build the strength and vigour of minority language communities in Canada.","601",NA
"Our commitment to Canada's national languages is unwavering.","601",NA
"A re-elected Conservative Government will continue to implement our historic Roadmap for Official Languages","601",NA
"and support minority language communities in Canada.","607",NA
"The Governor General proclaimed 2015 the “Year of Sport” in Canada.","502",NA
"And for good reason.","502",NA
"Sport makes us strive for excellence.","502",NA
"Sport brings us together as Canadians.","502",NA
"Our Conservative Government has been a proud supporter of youth and amateur sport in Canada.","502",NA
"We established and expanded the Children's Fitness Tax Credit to support parents who choose to put their children in sports.","502",NA
"And each year we have provided significant support – over $190 million to date – to fund sport development and excellence.","502",NA
"This represents a funding increase of approximately 40 percent since we took office in 2006.","502",NA
"And it's working.","502",NA
"Canada set a world record for gold medals at the 2010 Winter Olympic Games and we earned 217 medals at the recent Pan-Am Games in Toronto.","502",NA
"With the Olympics coming up in 2016 and 2018, there's plenty of opportunity to continue to showcase Canada's athletic prowess.","502",NA
"A re-elected Conservative Government will deliver on its plan to increase funding by $20 million over four years for Canada's future Olympians and Paralympians.","502",NA
"We'll also establish an expert panel to study the potential scope of the Adult Fitness Tax Credit, to support Canadians of all ages in making healthy and active choices.","502",NA
"SUPPORTING CANADA'S UNIVERSAL, PUBLICLY-FUNDED HEALTH CARE SYSTEM",NA,NA
"Our Conservative Government is committed to a universal public health care system and the Canada Health Act, and the right of the provinces to deliver health care within their jurisdictions.","504",NA
"We've increased transfers to the provinces and territories for health care to historically high levels.","504",NA
"In fact, no government in Canadian history has provided more funding for health care, and it continues to grow.","504",NA
"Unlike the previous Liberal Government, who cut health care funding after running years of deficits, we have increased health care transfers to the provinces and territories by nearly 70 percent to all-time record levels.","504",NA
"The Canada Health Transfer is projected to grow from $32.1 billion in 2014–15 to $40.9 billion in 2019–20.","504",NA
"This represents a projected total additional investment of $27 billion over the next five years.","504",NA
"A re-elected Conservative Government will continue to support Canada's universal public health care system","504",NA
"and increase health care funding to the provinces and territories.","504",NA
"Palliative care is an important aspect of our health care system that addresses a number of issues of great significance to Canadian families – providing comfort and dignity for a person nearing death, and for his or her loved ones, through pain management and emotional, spiritual, cultural and psychological support.","504",NA
"A 2013 poll found that a large majority of Canadians see palliative care as an important priority for governments.","504",NA
"Our Government has supported the establishment of a more robust system of palliative care across the country,","504",NA
"supporting health care professionals and policymakers in their efforts to develop a national approach to palliative care,","504",NA
"and funding training in palliative care for front-line health care workers.","504",NA
"A re-elected Conservative Government will build on this record by funding further research into how palliative care is best provided to Canadians.","504",NA
"This research, carried out in conjunction with the Canadian Hospice Palliative Care Association, will focus on veterans, through the Canadian Institute for Military and Veteran Health Research at Queen's University, and First Nations, through the Improving End-of-Life Care in First Nations Communities project at Lakehead University.","504",NA
"The Supreme Court of Canada has ruled that Canadians living with extreme pain and suffering have the right to end their lives with the help of a doctor.","603",NA
"This is an extremely sensitive issue and there are many considerations, including the protection of freedom of conscience, that must be part of the discussion.","603",NA
"We established a panel of eminent Canadians in July to consult with medical authorities and with interveners in the Supreme Court case to assist the government in formulating a legislative response to the court's decision.","603",NA
"The panel is scheduled to provide its final report by late Fall 2015.","603",NA
"A re-elected Conservative Government will consider the panel's report as it determines how best to respond to the Supreme Court decision.","603",NA
"Any legislation will be subject to a free vote in Parliament.","202",NA
"We live in a time of rapid technological advances.","411",NA
"Dramatic breakthroughs in medical testing and diagnosis mean we have unprecedented access to the information stored in our genetic code.","411",NA
"The availability of this deeply personal data, combined with a similar revolution in our ability to store, analyse and use it, rightly gives many Canadians reason for concern regarding its security, and the potential for abuse.","201",NA
"A re-elected Conservative Government will reintroduce legislation to amend the Human Rights Act to prohibit discrimination on the basis of genetic testing.","201",NA
"The legislation will also amend the Personal Information Protection and Electronic Documents Act and the Privacy Act to put strict conditions on the collection, use and disclosure of genetic information.","201",NA
"From Alzheimer's to ALS, from Parkinson's to MS, from autism to epilepsy to PTSD, neurological disorders will affect millions of Canadians during their lifetimes, but the inner workings of the brain remain one of science's greatest mysteries.","411",NA
"In 2011, our Government established the Canada Brain Research Fund, earmarking $100 million to support Brain Canada's own fundraising by matching it dollar-for-dollar.","411",NA
"The fund has supported cutting-edge research into new diagnostics, treatments, and cures for neurological diseases.","411",NA
"We'll build on our support for Canadian research excellence and Canadian families affected by brain disease by renewing the Canada Brain Research Fund when it expires in 2017, with another $100 million over seven years.","411",NA
"FINDING A CURE FOR CANCER",NA,NA
"Cancer is the leading cause of death in Canada, and four out of every ten Canadians will be diagnosed with some form of the disease in their lifetimes.","504",NA
"Unfortunately, most Canadians have seen someone they love be forced to confront this terrible disease.","504",NA
"But the number of people who survive a cancer diagnosis is constantly rising, thanks to the hard work and ingenuity of medical professionals and researchers in Canada, and around the world.","504",NA
"Our Conservative Government is committed to helping Canadians in their fight against cancer, investing significantly over the years in research through the Canadian Institute for Health Research which funded $166 million in cancer research in 2012-13 alone.","411",NA
"The Canadian Partnership against Cancer is an independent organization that oversees the Canadian Strategy for Cancer Control.","411",NA
"Its efforts include a diverse range of cancer-related initiatives, including prevention, screening, data gathering, research, guideline- and standard-setting for governments and medical professionals,","411",NA
"and support for cancer patients and survivors.","504",NA
"Our Conservative Government established the Partnership in 2006 and renewed our initial support in 2011.","504",NA
"A re-elected Conservative Government will renew the mandate and funding of the Canadian Partnership against Cancer again in 2017, so it can continue its important work of saving Canadian lives.","504",NA
"The Canadian Cancer Society has been a major supporter of cancer-related research over its 76-year history.","411",NA
"Its hard work and financial support has significantly accelerated the impact that research has had on our understanding of the causes of cancer and what steps can be taken to reduce its incidence.","411",NA
"The society has developed a plan to establish a unique national centre of excellence in Vancouver to support world-leading cancer research.","411",NA
"We'll support it.","411",NA
"A re-elected Conservative Government will provide capital funding to help establish the Canadian Cancer Society's Cancer Prevention Centre, in conjunction with other levels of government and donors.","411",NA
"And we'll also match contributions to the Terry Fox Foundation up to $35 million, with the combined funds going to establish a network of designated comprehensive cancer centres across the country.","504",NA
"PROTECTING CANADA'S WEST COAST",NA,NA
"Canada's West Coast is a marvel of beauty","501",NA
"and a source of dynamic economic activity.","410",NA
"Our Conservative Government has taken steps to promote and protect our coast,","501",NA
"and also to encourage the investment and job creation that makes British Columbia a major economic driver in our country.","410",NA
"There's more we can do to protect our coastal regions and support marine safety.","501",NA
"Derelict boats that have been abandoned by their owners pose a serious challenge to Canada's coastal communities.","501",NA
"Currently, such vessels are removed by the Coast Guard or Ministry of Transportation if there is an imminent risk of environmental damage or if they are obstructing navigation.","501",NA
"But otherwise, they sit – or drift – and rot, potentially causing longer-term environmental damage,","501",NA
"endangering other craft on the waters,","605",NA
"and creating an eyesore in some of Canada's most beautiful places.","501",NA
"According to the Department of Transport Canada, there are currently 245 such vessels in Canadian coastal waters.","501",NA
"It is important that boat owners take responsibility for these vessels.","605",NA
"MP John Weston of British Columbia has introduced a Private Member's Bill that makes it a criminal offence to abandon a boat, subject to jail time and fines of up to $100,000.","605",NA
"A re-elected Conservative Government will commit to supporting MP Weston's bill, and also set aside funds to cover one third of the cost of removing priority derelict vessels.","605",NA
"The 2014 case of a Russian cargo ship losing power and potentially running aground on the West Coast was a powerful reminder of the importance of coastal protection.","601",NA
"A re-elected Conservative Government will increase maritime protection by acquiring greater tugboat capacity on the West Coast.","104",NA
"CONSERVATION AND RURAL ECONOMIC DEVELOPMENT",NA,NA
"Canada is a land of great beauty and great bounty.","601",NA
"Our identity, our geography and our prosperity are interwoven in a vibrant Canadian tapestry.","601",NA
"Through careful stewardship, our natural heritage has been a source of pleasure and pride for generations of families.","601",NA
"At the same time, it has led to great opportunity and reward for countless hard-working Canadians.","601",NA
"Indeed, farmers, landowners, hunters and anglers were Canada's first conservationists, and remain its most passionate.","601",NA
"Government schemes and celebrity activists come and go, but the true, patriot love ordinary Canadians hold for our great country is eternal.","601",NA
"For many Canadians – and for many visitors to this country – hunting and fishing are more than longstanding Canadian traditions and pleasant ways to experience the great outdoors.","601",NA
"In communities in all regions of the country, particularly rural areas, they are vital contributors to the local economy.","410",NA
"In fact, the countless hunters, anglers and other outdoor enthusiasts who enjoy the Canadian wilderness have turned these recreational industries into businesses worth billions of dollars every year.","410",NA
"And for the men and women who make their living in these industries, conservation is key to prosperity.","410",NA
"That's why we launched the National Conservation Plan: to support the efforts of Canadians to conserve Canada's lands and waters while promoting increased biodiversity;","501",NA
"to restore degraded ecosystems and protect species at risk;","501",NA
"and to connect Canadians with our natural heritage,","501",NA
"fostering a love for the outdoors in future generations, including urban Canadians,","501",NA
"and cultivating a “community of stewards” from coast to coast to coast.","601",NA
"And that's why we established the Hunting and Angling Advisory Panel: to make sure that federal conservation policy is informed by Canadians who know and love our lands and waters best;","202",NA
"Canadians whose livelihoods are, in many cases, inextricably linked to the sustainability of our conservation efforts.","202",NA
"Our Conservative Government is committed to continuing our partnerships with the people who love our land, who protect and preserve its natural spaces and the health of our environment, and who create jobs and opportunity.","202",NA
"To this end, if re-elected, we'll:   Create a Wildlife Conservation and Enhancement Program to fund community projects that improve habitat for species harvested by hunters and trappers, such as moose, deer, wild turkey, and migratory birds.","501",NA
"Commit new funding to helping Destination Canada promote conservation and heritage industries, in particular angling, hunting, and snowmobiling.","501",NA
"Enact new migratory bird regulations to establish a family hunting permit and remove other unnecessary barriers and irritants to hunters, in time for the 2017 hunting season.","303",NA
"Ensure the approval of more firearms safety instructors by using powers in the recently-passed Common Sense Firearms Licensing Act.","303",NA
"And continue to fight any back-door efforts to bring back the failed long-gun registry.","303",NA
"As part of our Conservative Government's conservation efforts, we've partnered with the Pacific Salmon Foundation to ensure the sustainable future of wild Pacific salmon and their habitat.","501",NA
"It's been a productive partnership and, if re-elected, we'll work with the Pacific Salmon Foundation to:   Restore estuaries in the Lower Mainland and on Vancouver Island.","501",NA
"And preserve the lower Harrison River and its tributaries as a salmon “stronghold” by completing salmon spawning and rearing habitat, along with other conservation measures.","501",NA
"Conservatives do not believe that conservation and recreation have to be contradictory; indeed, we believe Canada is strongest when they are complementary.","501",NA
"And we believe that prudent management applied in the context of a conservation ethic will ensure that Canadians and our environment thrive in concert for generations to come.","501",NA
"PRESERVING OUR NATURAL HERITAGE",NA,NA
"Our Conservative Government has made it a priority to increase the amount of Canadian territory, both land and water, set aside for conservation purposes, and for the enjoyment of Canadians for generations to come.","501",NA
"We've expanded the Nahanni National Park Reserve in the Northwest Territories sixfold.","501",NA
"We have added territory almost twice the size of Vancouver Island to the list of federal protected areas, including the world's first protected area extending from mountain peaks to the sea floor – the Gwaii Haanas National Marine Conservation Area Reserve and Haida Heritage Site – and the world's largest protected freshwater area, the Lake Superior National Marine Conservation Area.","501",NA
"We've protected more than 4,500 square kilometres of land and sea in Nunavut, by creating three national Wildlife Areas.","501",NA
"We've created three New Marine Conservation Areas, one in each of Canada's oceans.","501",NA
"And we've created, and expanded, Rouge National Urban Park.","501",NA
"Rouge Park is the first of its kind in Canada, and one of the largest urban parks in the world – 13 times the size of New York's Central Park, and 33 times the size of Hyde Park in London.","501",NA
"A re-elected Conservative Government will build on this record of conservation and preservation by moving ahead with plans to expand our network of protected wilderness places.","501",NA
"We'll establish the Southern Strait of Georgia National Marine Conservation Area between the British Columbia mainland and Vancouver Island, in consultation with the Government of British Columbia.","501",NA
"We'll take final steps to complete the creation of Thaidene Nene National Park on Great Slave Lake in the Northwest Territories.","501",NA
"And we'll complete the protection of the globally unique sponge reefs off the coast of British Columbia, by establishing the Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area.","501",NA
"Canada is host to 17 exceptional World Heritage sites which represent some of humanity's most outstanding achievements and nature's most beautiful and ecologically important landscapes.","501",NA
"These sites range from Nahanni National Park Reserve in Northwest Territories to the Historic District of Old Québec and present Canada's stories of international significance to the world.","501",NA
"Currently Canada's Tentative List for World Heritage Sites, which is an inventory of candidate sites to be considered for designation by the World Heritage Committee, only has seven potential sites on it and has not been updated in over a decade.","601",NA
"A re-elected Conservative Government will launch a Call for Proposals so that Canadians and communities across the country can nominate their unique and exceptional places for consideration as future World Heritage sites.","601",NA
"TACKLING CLIMATE CHANGE",NA,NA
"Canadians are committed to an effective approach to climate change, and so are we.","501",NA
"We support an approach that benefits both the environment and the economy.","410",NA
"The solution to the climate change challenge must come from innovation, not deprivation – through technology and Canadian ingenuity, not by closing down our vital natural resources industries or imposing job-killing carbon taxes.","410",NA
"And our approach is working.","305",NA
"Canada has become a global leader in clean energy,","501",NA
"and we are the first government in Canadian history to achieve an absolute reduction in greenhouse gas emissions through responsible sector-by-sector regulation.","501",NA
"In 2012, Canada was the first major coal user to ban the construction of traditional coal-fired electricity generation units.","501",NA
"And we've committed to ambitious greenhouse gas emission reductions by 2030, in advance of the upcoming United Nations Climate Change Conference in Paris later this year.","501",NA
"But we cannot go it alone.","501",NA
"Canada is responsible for less than 2 percent of global emissions.","501",NA
"The solutions to climate change must be global, enacted in concert with our international partners.","501",NA
"That's why we've invested significantly in supporting developing nations as they find ways to reduce their emissions.","107",NA
"A re-elected Conservative Government will continue to balance what's best for our climate with the needs of our economy, recognizing the importance of both the environment and our economy to all Canadians.","410",NA
"We'll continue with our plan for careful, well-designed regulations","403",NA
"and support for companies and researchers to develop new, cleaner technologies.","402",NA
"And our low-tax, balanced budget plan to strengthen and grow Canada's economy will create the conditions for this type of cutting-edge innovation.","410",NA
"SUPPORTING ECONOMIC AND SOCIAL DEVELOPMENT FOR ABORIGINAL CANADIANS",NA,NA
"As Canada's first peoples, Aboriginal Canadians must share in the successes of our modern-day nation.","705",NA
"We have taken steps toward that goal, but it's an ongoing journey.","705",NA
"We believe the path forward lies in creating stronger, more self-reliant communities through improvements in economic development, land management strategies, and education.","705",NA
"The opportunity is there.","705",NA
"For example, in our natural resource industries, a labour shortage looms and highly trained and skilled Aboriginal Canadians are an important part of the solution.","705",NA
"First Nations people should be able to claim a future as promising as any other Canadian, and we're working to make it happen.","705",NA
"To this end, our Conservative Government has taken significant action to promote the economic and social well-being of Canada's First Nations.","705",NA
"This includes:   Increasing investment in Aboriginal education by 25 percent.","506",NA
"Constructing 41 new schools and funding over 500 schools.","506",NA
"Increasing health funding by 31 percent.","504",NA
"Enacting the First Nations Financial Transparency Act to increase accountability and transparency of First Nations governance.","304",NA
"These practical steps and important investments are improving the lives of Canada's First Nations.","705",NA
"But there is more we can do to help our Aboriginal communities thrive and flourish.","705",NA
"Some First Nations have expressed an interest in exploring the possibility of legislation that would allow private property ownership within current reserve boundaries while preserving existing governance and tax policy structures.","301",NA
"The Whispering Pines/Clinton Indian Band, near Kamloops and Clinton in BC, has asked that the government move ahead with legislation that would allow it to establish a property ownership regime.","705",NA
"A re-elected Conservative Government will enact legislation that allows this specific band to move forward in this way.","705",NA
"If other First Nation bands also choose to pursue this option on a voluntary, opt-in basis, we'll proceed with similar legislation for them.","705",NA
"As part of Prime Minister Harper's historic apology to the former students of Indian Residential Schools, we established the Truth and Reconciliation Commission to educate all Canadians about the Indian Residential Schools system","503",NA
"and to offer recommendations on how to improve the well-being of Canada's Aboriginal population.","503",NA
"While we don't yet have the final report, a re-elected Conservative Government will take immediate action to address some of the key themes set out in its preliminary recommendations including:   Mandating the Mental Health Commission of Canada to focus on addiction and suicide prevention with particular attention on Canada's First Nations communities.","504",NA
"Targeting palliative care research funding to focus on services in First Nations communities.","504",NA
"Supporting rural broadband expansion with a particular focus on First Nations communities to promote economic development.","411",NA
"Expanding anti-gang programming to help at-risk youth who are drawn to urban gangs.","605",NA
"Increasing funding to support the preservation and promotion of traditional Aboriginal languages.","607",NA
"These practical, common-sense policies build on Economic Action Plan 2015's support for Aboriginal education and skills-training including:   New funding for Aboriginal labour market programs such as the Skills and Partnership Fund to provide skills development and training for Aboriginal peoples, in partnership with businesses.","411",NA
"Ongoing support for Aboriginal post-secondary bursaries in partnership with Indspire, an Aboriginal-led national charity dedicated to helping First Nations students receive post-secondary education.","607",NA
"Our Conservative Government introduced the First Nations Control of First Nations Education Act to improve K-12 educational outcomes for First Nations students.","607",NA
"The legislation was rooted in a historic agreement with the Assembly of First Nations and was backed by significant new funding for core education programming, including language and cultural programming.","607",NA
"A re-elected Conservative Government remains committed to working with willing First Nations partners and provinces to improve First Nations educational outcomes so that students living on reserve are better placed to reach their full potential.","607",NA
"STRENGTHENING CANADIAN CITIZENSHIP",NA,NA
"Our Government has always made it a priority to strengthen and protect the value of Canadian citizenship, making clear that citizenship comes not just with rights, but significant responsibilities.","601",NA
"That's why we committed additional resources to the RCMP and Citizenship and Immigration officials to investigate cases in which individuals obtained Canadian citizenship through fraudulent means, including some who had never even set foot in Canada.","605",NA
"Then, last year, we made the first comprehensive reforms to the Citizenship Act in a generation, moving to speed up the process of attaining citizenship for people who have earned it,","303",NA
"while modernizing requirements to ensure that new citizens are fully capable of participating in Canadian society.","605",NA
"This legislation also allows the Government to revoke citizenship from dual citizens who are convicted of terrorism, high treason, or spying, or who take up arms against Canada,","605",NA
"and to streamline the process of removing citizenship from individuals who obtain it under false pretenses.","605",NA
"Because of this streamlined process, Citizenship and Immigration officials have the capacity to deal with such cases going forward.","303",NA
"But, due to the onerous process for revocation under the previous legislation, there remains a backlog of cases needing to be processed.","303",NA
"A re-elected Conservative Government will provide increased funding to Citizenship and Immigration Canada to clear this backlog over a two-year period.","303",NA
"In 2014, 3,121 citizenship ceremonies were held across Canada, welcoming more than 262,000 new citizens.","601",NA
"This is the largest number of new Canadians welcomed in a single year in the history of Canada, and double the number welcomed in 2013.","601",NA
"Canada has one of the highest naturalization rates in the world: more than 85 percent of permanent residents eligible for Canadian citizenship become Canadians.","601",NA
"The Oath of Citizenship is a solemn declaration in which citizenship candidates promise to obey Canadian laws, while fulfilling their duties and responsibilities as Canadian citizens.","601",NA
